,391145,4.4.1,"[Compatibility] NPE with a custom editor opened using Project Explorer on first file, subsequent files are ok",major
,378644,4.5 M1,[Workbench] All but 1 window and 1 perspective lost when starting 3.x workspace with 4.2,normal
,400578,4.4.1,Removing all parts from a window via Drag n Drop causes crash,major
,435521,4.4.1,Javadoc warning due to illegal use of internal API - provide cleaner solution for bug 408359: Breakpoints view is frequently empty when opened from minimized,enhancement
2,436062,4.4.1,Run As/Debug As switched in context menu,normal
,436863,4.4.1,Splitting a compare editor fills the log,normal
2,117746,4.4.1,[EditorMgmt] Editors should be able to treat large files specially (e.g. deny opening huge files),normal
,348429,4.4.1,[Perspectives] [Compare] NPE in ContentMergeViewerLayout.layout,major
,384835,4.4.1,[Workbench] Some org.eclipse.ui.workbench fixes from 3.6 and 3.7 didn't make it into 4.2,critical
,406733,4.4.1,[Trim] [Min/Max] NPE while minimizing and restoring stacks,normal
3,414736,4.4.1,[PerspectiveBar] The Perspective Bar can't disabled via property,normal
,427777,4.4.1,[Perspectives] Can't restore minimized view after reset customized perspective,major
3,431894,4.4.1,[DND] [ViewMgmt] Cannot drag a view to full-height right hand side,normal
,432466,4.4.1,[Trim] [MinMax] Multiple Windows with SharedEditorArea not supported,normal
,432498,4.4.1,[Trim] Fast views get created on start-up,major
3,433723,4.4.1,"[CSS] Incorrect background color of ""Show List"" button in multi-page editor",normal
,433809,4.4.1,[Contributions] Reconfigure and Autotools submenu items disabled,normal
,433933,4.4.1,[DND] DnD Polish,normal
,435274,4.4.1,[Contributions] Leak of ActionContributionItem every time New/Import context menu item is made visible,major
3,435435,4.4.1,[QuickAccess] Hiding quick access hides it in all workbench windows on restart,normal
3,435915,4.4.1,[CSS] [Themes] Changing the Appearance Theme causes any hidden Shell to momentarily appear,normal
3,436164,4.4.1,[Help] Wrong e4 model extension point identifieres in the documentation,normal
,436183,4.4.1,[CSS] Revisit creating preference nodes in CSS bridge,normal
4,436225,4.4.1,[ViewMgmt] Possible memory leak on closing views,normal
4,436236,4.4.1,[EditorMgmt] Reusing editors causes memory leak in navigation history,normal
3,436247,4.4.1,"[Themes] ""Colors and Fonts"" pref page fails with NPE when running with '-cssTheme none'",normal
,436322,4.4.1,[Model] IAE when back button is clicked after closing all perspectives,normal
,436584,4.4.1,[JFace] images missing in jfaces jar,normal
4,436755,4.4.1,[Commands] Handler enableWhen expression not being re-evaluated when requested,normal
,436763,4.4.1,[DetachedView] Layout of console view becomes wrong after changing perspective and only becomes correct after a resize,normal
4,416650,4.4.1,CTabFolder layouts content too often / too many of them,normal
3,432686,4.4.1,[Trim] show toolbar does not take effect if workspace is started with hidden toolbar,normal
3,413410,4.4.1,[KeyBindings] Lots of Keybinding conflicts occurred on official CDT Eclipse Kepler 4.3,normal
4,436115,4.5,CCE:  java.lang.ClassCastException: org.eclipse.e4.ui.model.application.commands.impl.KeyBindingImpl cannot be cast to org.eclipse.e4.ui.model.application.ui.MUIElement,minor
,420843,4.5,Unwanted items in the Customize functionality on the Intro page of Eclipse RCP,normal
2,435655,4.5,[CSS] Add support for reseting of the widget's properties to the system defaults via CSS,normal
2,414057,4.5,[Viewers] Add generics to IStructuredSelection,enhancement
2,416189,4.5,[Viewers] Review use of generic array return type,normal
2,266030,4.5,"[CommonNavigator] Need public ""Others"" working set for use in common navigator instances",enhancement
,378566,4.5,"TestExpression.toString() displays an extraneous quote ("")",trivial
,432297,4.5,add setGlobal to IEclipseContext,enhancement
,433895,4.5,Locale parsed too many times,normal
,330595,4.5,IWorkbenchHelpSystem for native e4 parts?,normal
,367116,4.5,"[cheat sheets] The tabindex of the ""Cheat Sheet Selection"" dialog is wrong",normal
,420956,4.5,[Perspectives] Fix perspective customization on 4.x,major
,422467,4.5,Performance and stability of Platform user interface,normal
3,427768,4.5,Create resource filters to nest projects,enhancement
,429818,4.5,Activation not restored to a view in a detached window on a perspective switch,normal
,431032,4.5,Incorrect part data in application model for the IDE,major
,431376,4.5,Move 'PERSPECTIVE_STACK_ID' from IWorkbenchConstants to IPageLayout to expose it as API,normal
,431862,4.5,Group perspectives entries under one sub-menu,normal
4,431990,4.5,[Renderer] Settting the visible property to false of the MToolbar is ignore by the renderer,normal
,432174,4.5,Add org.eclipse.ui.internal.registry.PerspectiveDescriptor.getOriginalId() to IPerspectiveDescriptor,normal
,434153,4.5,Cleanup JFace code in preparation for GSoc,normal
3,434506,4.5,Events missing from startup parts creation,normal
2,435504,4.5,Convert HeapStatus into a ToolControl,normal
2,435636,4.5,Eclipse internal web browser uses old Eclipse icon for busy indicator,normal
,436430,4.5,Allow larger images than 519 pixel in the N&N,enhancement
4,436448,4.5,Delete org.eclipse.jface.util.ListenerList in Eclipse 4.6,normal
,242231,4.5,[Viewers] TableViewer#applyEditorValue() should be public,enhancement
,279902,4.5,[Import/Export] WizardResourceImportPage.createDestinationGroup is final,enhancement
4,366708,4.5,[Workbench] Workbench.openWorkbenchWindow() calls createWorkbenchWindow 10 times,major
5,394386,4.5,[Contributions] Step-Into and Step-Return interchanged in M3,major
4,396528,4.5,[MPE] Incomplete implementation in AbstractMultiEditor,critical
4,401633,4.5,Remove obvious performance bottlenecks,major
4,418661,4.5,[Metadata] Get rid of compile warnings in platform projects in official build,normal
2,421790,4.5,[EclipseContexts] add boolean isModifiable() to IEclipseContext,enhancement
4,423056,4.5,[Intro] Restore welcome hyperlink on Welcome page does not work if view is maximized,normal
4,428664,4.5,"[EditorMgmt] EditorPart#isSaveOnCloseNeeded() not called when closing Editor Parts via ""Close All"" or ""Close Others""",major
3,431130,4.5,[Preferences] FieldEditor.adjustForNumColumns(int numColumns) client access,enhancement
,431565,4.5,[Progress] Refactor JobTreeElement,enhancement
4,432399,4.5,[Import/Export] Export feature not exporting empty folders,normal
,432501,4.5,[Perspectives] [templates] getWindowConfigurer().setShellStyle(SWT.TITLE) is invalid,normal
4,432785,4.5,[ViewMgmt] FileNotFoundException after renaming the icon file or folder,normal
,433519,4.5,[Model] optimize findElements for handlers and others,normal
4,433789,4.5,[CSS] Rethink how the RegistryCSSElementProvider gets elements,normal
3,435512,4.5,[CSS] Override the preferences customized by the user with the proper CSS values,normal
,435734,4.5,[About] Eclipse SDK Installation Details Features page is not fit for purpose,normal
4,436572,4.5,"[CSS] Stylesheet contribution with ""$ws$"" in the URI are resolved incorrectly",normal
4,436645,4.5,[CommonNavigator] NavigatorContentDescriptorManager.EvaluationCache#getDescriptors does not work,normal
,436923,4.5,[Progress] ProgressMonitorDialog should encapsulate the protected arrowCursor member,normal
3,437207,4.5,[ViewMgmt] [compatibility] Forward DIEditorPart @Persist and @PersistState to wrapped component,normal
4,424978,4.5,[RenderingEngine] Method setToBeRendered in a menu instance throws an error,normal
1,431097,4.5,Update PerspectiveSwitcher to use @Inject to register for events,normal
2,422139,4.5,"[Graphics] Move ""org.eclipse.ui.images"" to eclipse.platform.common git repo and rename to ""org.eclipse.sdk.images""",normal
5,354538,4.5,[Contributions] [Compatibility] Window menus and toolbars leaked after having been closed,major
4,392876,4.5,[Contributions] Editor context menu is broken when trying to add a dynamic submenu,normal
,436635,4.5 M1,"""context menu > Show In"" broken on GTK+ 3",normal
4,269121,4.5,[Progress] WorkspaceModifyOperation run in the UI thread deadlocks with UIJob,critical
4,436796,4.5,Explore ways to use of generic information when doing Injection,normal
5,375744,4.5,[Workbench] Command-Q does not ask to confirm exit,normal
4,430872,4.5,[CSS] ACTIVE_TAB_BG_END must not be used to set view background and description background,normal
,388476,4.5,"[EditorMgmt] Editor tab management lost ""working set"" (MRU) functionality",normal
,424489,4.5,[Perspectives] An alternative to Min / Max,normal
4,232171,4.5,[Decorators] DeclarativeDecorators don't seem to take a plugin URL for an icon,normal
5,325937,4.5,[CSS] Active part/stack hard to detect in E4 Themes,major
,330117,4.5,"[CSS] No separation between view toolbar, view description and view content",normal
,391430,4.5,[Contributions] Dynamically creating / deleting menu items in Menu and MPopupMenu doesn't work,normal
4,435623,4.5,CSS engine should be able to load CSS files from plug-ins distributed as JAR files,normal
5,118919,4.5,[Viewers] Failure in SimpleVirtualLazyTreeViewerTest.testCreation,normal
5,366608,4.5,[KeyBindings] [Compatibility] Failures in KeysTestSuite,normal
5,421388,4.5,[Contributions] Customize perspective doesn't work,normal
,427887,4.5,[CommonNavigator] [working sets] Allow working set in Project Navigator to be sorted manually,enhancement
4,430964,4.5,[EditorMgmt] Keyboard repeat rate slower when selecting text,major
4,37478,4.5,"[Import/Export] Add ""Import  As Project"" option to the Import Wizard",enhancement
3,438324,4.5,[IDE] Resource refresh at startup blocks initial rendering of the Eclipse UI,major
,435300,4.4.1,"[Outline] Narrowing an empty Outline view lowers the ""An outline is not available"" label",normal
,401327,---,[MPE] AbstractMultiEditor.getInnerEditorContainer is never called,critical
,436749,4.5,Detached view keeps/regains focus after Show In on GTK,normal
,426717,4.5,[EditorMgmt] Incorrect Editor Title Image shown after rearranging editor,normal
4,428447,4.4.1,"[EditorMgmt] New editor always gets activated with WorkbenchPage#openEditor(input, editorID, false)",major
4,430128,4.4.1,[Perspectives] Editor cannot be opened,major
,430403,4.4.1,[Perspectives] Views without sash to resize and complete loss of views,critical
,432463,4.4.1,[Model] add part disposing uievent,minor
,432722,4.4.1,[Perspectives] [Trim] History view not restored after selecting Team > Show local history,normal
5,432767,4.5,[EditorMgmt] getActiveEditor() returns wrong editor instance,normal
,432935,4.5,"[PerspectiveBar] ""Top-left"" position not available for perspective switcher",normal
,435300,4.4.1,"[Outline] Narrowing an empty Outline view lowers the ""An outline is not available"" label",normal
,435847,4.4.1,[Perspectives] Reset Java Perspective is not getting the Package Explorer back,normal
,437597,4.4.1,[Navigator] Problem with CommonSorterDescriptorManager_A_navigatorContent_extesnion_in_0_,trivial
,437624,4.4.1,[Trim] Whitespace drops down for empty view toolbar or menu,normal
,437902,4.5,[CSS] Non-externalized strings on Colors and Fonts Preference panel,normal
4,430051,---,[CSS] Regression for CTabRendering when drawing bottom tabs,normal
,432869,---,Path.hashCode() does not represent the actual path,trivial
3,436499,---,Using the OSGI event bus has significant performance issues,enhancement
,383318,---,Keybinding conflicts occurred when switching between Java and XML editors,normal
5,426020,---,Customize Perspective toolbar settings not remembered,minor
4,429793,---,ConcurrentModificationException caused by EvaluationService requestEvaluation,normal
4,431242,---,[CSS] CSS Engine should support JavaFX-like derive() and ladder() functions,enhancement
,432856,---,View toolbar does not redraw properly when new buttons appear/disappear,normal
