,433215,---,[Wizards] newWizardShortcut extension point not contributing to existing perspectives,normal
,436458,4.4.1,Detached windows present glitches when changing perspective,normal
,436840,---,"Navigator / Project Explorer's PasteAction throws ""Widget is disposed"" exceptions when created in detached shell",minor
,162006,---,[QuickAccess] Make Ctrl-3 extensible,normal
4,331645,---,[Workbench] EventBroker#unsubscribe is not working when same eventhandler registered for more than one topic,major
2,340889,---,[CSS] Platform color scheme does not work together with SWT color constants,major
3,372523,---,[Workbench] Rework Workbench startup so it doesn't use LegacyIDE.e4xmi,major
,372943,---,[EditorMgmt] Cannot maximize shared area by double-clicking on the tab area after it has been split,normal
,376486,---,[Model] Eclipse 4 IDE not extendable via fragments or processors,major
2,382625,---,"[Perspectives] Setting org.eclipse.ui/PERSPECTIVE_BAR_EXTRAS=myPerspectiveId1,myPerspectiveId2 in plugin_customization.ini",normal
2,387579,---,[EditorMgmt] [regression] No indication/decoration for pinned editor,normal
,388505,---,"[Workbench] ""Show In"" menu doesn't use MRU order any more",normal
2,388963,---,[Decorators] Accessibility: FieldDecoration does not support user accessibility (JAWS),major
3,393391,---,"[Contributions] can't re-enable toolbars in ""customize perspective""",normal
3,398837,---,[RenderingEngine] We need to revamp the e4 life cycle handling,normal
2,400443,---,[Perspectives] Perspective switch not working on startup,normal
2,411724,---,[Trim] Hidden toolbar doesn't stay hidden,normal
2,413112,---,[Commands] The parameters of ExecutionEvent are lost in HandlerServiceHandler#execute,normal
3,416845,---,[Perspectives] Remove use of SWT.DEFER and Review all other layout handling,normal
3,417367,---,[Perspectives] Detaching *all* stacks in a perspective causes it to be cleaned up,normal
,421155,---,[RenderingEngine] Main toolbar not redrawn when maximized Welcome closed 2nd time,normal
4,421425,---,[Workbench] ESelectionService doesn't work correctly if the active IEclipseContext is a child of the parts context,normal
,428297,---,[Contributions] MenuManager.dispose() not called when exiting workbench,normal
4,430199,---,"[CSS] Form, FormHeading and inner children have paint issue",normal
5,431218,---,[DetachedView] Hoover help does not work when part is detached from workbench,normal
3,432750,---,[Themes] Provide a way to define a Color & Font profile in CSS,enhancement
4,432849,4.4.1,[Perspectives] perspective extensions not applied to existing perspectives,normal
4,434108,---,[Perspectives] Copy Worbench Layout option does not work in Eclipse 4.x,normal
4,434207,---,[Themes] Restore Defaults button doesn't work on Appearance Preference Page,normal
3,435161,---,[Contributions] Wrong Visible When condition evaluation of dynamic menu,major
5,435191,---,[JFace] org.eclipse.jface.window.ToolTip flicker,minor
,435523,---,[Trim] toolbar groups docked on status bar misaligned,normal
,435605,4.4.1,[RenderingEngine] Editor tab disappears when quickly moving mouse pointer over multiple editor tabs,minor
4,436788,---,[QuickAccess] org.eclipse.swt.SWTException: Widget is disposed exception in log when exit application from Quick Access,major
,436885,---,[OLE] [Win32] menu items disappear after editing an office file,normal
,437202,4.5,[Contributions] Editor tied to toolbar in wrong window after dragging to new window,normal
,437213,---,[Perspectives] Disabling floating editors,enhancement
5,437353,4.4.1,[Trim] combo box not shown in the view's toolbar,normal
,404015,---,[DND] Drag and drop of jobs trim item is broken,normal
,355750,---,WorkbenchWindowAdvisor#isDurableFolder() doesn't survive a save and restore,normal
3,375576,---,"Controls are not fully realized when partOpened(...) , partBroughtToTop(...) and partActivated(...) are called",critical
,79991,---,[EditorMgmt] 'File > Save As' doesn't update navigation history,normal
,171398,---,[PresentationAPI] Full screen editing,enhancement
3,378849,---,[CPD] CustomizePerspectiveDialog no longer shows actionSet details,normal
,429505,---,[Progress] Refine Eclipse4 based progress view,normal
1,379144,---,[DI] Same EventAdmin Service injected twice,minor
2,279838,---,[CSS] Resource loading extensions,normal
,317207,---,View tabs have no context menu - can't make it a fast view,major
,339415,---,[Contributions] DynamicMenuContributionItem's isVisible() does not delegate to loadedDynamicContribution's isVisible(),normal
1,393242,---,[CSS] JFace StatusLine cannot be easily styled,enhancement
1,416761,---,Open File command should remember the last used folder across restarts,enhancement
,189959,---,Allow for custom branded detached view windows,enhancement
,208233,---,[Trim] Allow for sliding toolbars,enhancement
,214974,---,[Workbench] Allow Workbench UI state to save/restore to user-provided Input/Output Streams,enhancement
2,249109,---,[Trim] set toolbar icons with drag and drop,enhancement
,317208,---,Missing items on context menu on minimized views,normal
2,348885,---,[UI] Removing an element from the model should (eventually) call removeGui on it,normal
,351366,---,Allow the hosting of Views and Editors independent of the presentation,normal
,357282,---,Provide fading feedback for large screen operations,enhancement
,360065,---,NPE in dndaddon.DnDManager,normal
,361580,---,The Contributed part renderer's 'getUIContainer' can throw a CCE for a part contained in a sash Container,normal
3,365607,---,IllegalArgumentException in PartRenderingEngine,normal
,370615,---,Support dynamic tracing for e4 workbench,normal
,389478,---,Need IDE.openEditors(...) that allows to inject state,enhancement
5,389920,---,perspective overlays portion of Welcome page after installing EGit,normal
,374017,---,Enable refresh even when selection has closed projects,normal
2,153761,---,[Mac] Investigate API for contributing to the application menu,enhancement
4,222877,---,[BiDi][GTK] Text entry field in Combo is not right aligned with SWT.RIGHT_TO_LEFT,normal
4,333742,---,[Compatibility] MoDisco needs to run on Eclipse 4.x,normal
4,334303,---,[Compatibility] Web Tools Platform needs to run on Eclipse 4.x,normal
1,350251,---,Strategy for porting useful org.eclipse.ui.* bits for Eclipse4 RCP apps,normal
4,366534,---,[Compatibility] Failures in UIAutomatedSuite,normal
3,366571,---,[Compatibility] editor and view action delegates are not properly scoped,normal
4,366635,---,[Tests] DynamicPluginsTestSuite has failures,normal
,414743,---,[Contributions] Seperator in own Toolbar are not rendered,normal
,28722,---,[EditorMgmt] tabs: Split tabs in editor into several lines,enhancement
1,164372,---,[OpenModes] OpenStrategy not working properly for the Expand-Event,normal
2,168379,---,[EditorMgmt] Investigate possible editor tab management improvements,normal
2,170205,---,[WorkingSets] NPE in org.eclipse.ui.XMLMemento.getChildren(XMLMemento.java:235),normal
2,178229,---,[Dialogs] [EditorMgmt] Open Resource dialog should not fully create all editors,normal
,183458,---,[Progress] Need to have UIJobs wait until workbench has started,enhancement
5,201589,---,[Contributions] visibleWhen has no effect on toolbar,normal
2,209873,---,"[Workbench] [Incubator] Support dependency injection for contributed views, editors, etc",normal
2,231314,---,[Themes] ColorRegistry is not sharing Color resources,normal
2,236416,---,[ActivityMgmt] Capabilities are not correctly adding their new project wizards to the main menu if added to an existing installation,normal
3,242246,---,[Commands] HandlerUtil.getActivePart() returns null when a dialog is opened.,normal
,244364,---,[MPE] [EditorMgmt] Implement a split editor based on AbstractMultiEditor,enhancement
,248561,---,[Progress] Accessibility: Text changes in progress dialogs are not read by screen readers,normal
,263820,---,[Commands] [UI] Handlers seems to resolve their URIs early,normal
,267851,---,[GlobalActions] Copy refactoring is not triggered in Project Explorer,normal
4,269271,---,[Workbench] [Compatibility] URISyntaxException  when workspace loc has space,normal
2,271613,---,[ActivityMgmt] Preference-pages and activities,normal
4,275923,---,[Wizards] NPE in WizardDialog's updateButtons(),normal
,278647,---,[KeyBindings] Remove Keys..Export,minor
,279631,---,[ViewMgmt] [Compatibility] View toolbar clips folder tab,normal
,283930,---,[Workbench] [Compatibility] Dirty state tracking causes SWTExceptions when editing in with multiple workbench windows,normal
,284387,---,"[Contributions] [Compatibility] pagesite (Outline, Synchronize) actionbar contributions only show up once",normal
,284413,---,[Model] [Compatibility] Create a model instance wizard,normal
,284439,---,[Workbench] [Compatibility] NPE in FormOutlinePage during delete,normal
,290008,---,[DnD] Enhance drag and drop to automatically surface the view/editor if hidden in a tab,enhancement
,301687,---,[Import/Export] Overwriting Files with Export feature,critical
,308642,---,[Commands] [Compatibility] command executed in closed XML view,major
2,308689,---,[Dialogs] FilteredItemsSelectionDialog ignores single asterisk (*),normal
2,309248,---,[Workbench] [Compatibility] Unsaved changes dialog needs polish,normal
2,309807,---,[Workbench] [Compatibility] SelectionServiceImpl throws NPE in @PD if the window has perspectives,normal
3,310139,---,[Perspectives] [Compatibility] synchronizing switches perspectives,normal
,314159,---,[CSS] part can be sized so small that text does not show and chevron dangles to left,normal
2,314463,---,[EditorMgmt] [Compatibility] Cannot reopen one editor - NPE in PartServiceImpl,normal
2,316072,---,[Commands] [Compatibility] clicking on a method in the editor threw an exception,normal
,316470,---,[Contributions] [Compatibility] e4 story for dealing with custom IContributionItem implementations,normal
,316515,---,[RenderingEngine] [Compatibility] IPresentationEngine.stop called twice,normal
,317379,---,[DetachedView] [Presentations] All detached views pop up when user clicks on only one of the detached views or main window,enhancement
,317465,---,Implement context menu equivalents for 3.x context menus on Views/Editors/Perspectives (in the switcher),normal
,318218,---,[Perspectives] [Compatibility] trying to close the Java perspective throws NPEs,normal
,318224,---,[Decorators] Decoration context should specify decoration area in image (was: Model-based synchronize view shows decorations at unexpected location),normal
,318460,---,[Contributions] [Compatibility] Failed to open error log in I20100629-2126,major
,319121,---,[Workbench] [Compatibility] 'Breakpoints' view goes dirty but cannot be saved,normal
,319182,---,[Trim] [Compatibility] calling removeGui on menuBar causes TrimmedPartLayout.layout(*) exception,major
,319694,---,[Contributions] [Compatibility] Some actions in view toolbars may be disabled until you activate the part,normal
2,319983,---,[Workbench] [Compatibility] Reassess how selection should work in PageBookView,normal
2,320161,---,"[About] [Compatibility] About dialog shows scroll bars, need to backport bug 292868",minor
,320262,---,[Perspectives] [Compatibility] switching back to the Java perspective gives me a blank,normal
,320672,---,[WorkbenchParts] [Compatibility] SWTException when activating an editor with stale content causes,normal
2,320727,---,[WorkbenchParts] IPartListener2.partVisible is called twice,normal
,320733,---,[Contributions] [WorkbenchLauncher] [Compatibility] Exception logged once when bringing up the 'Team' submenu,normal
,320739,---,[Contributions] [Compatibility] 'Content Assist' submenu of the 'Edit' menu appears in the wrong place,normal
,320932,---,[Workbench] [Compatibility] Can't start Eclipse 4 SDK with proxy authentication,critical
,321864,---,"[Compatibility] Parts, placeholders, editor areas, and what they mean to the 3.x API",normal
,323075,---,[RCP] Headless usage of Eclipse 4 RCP (without a Window) - Context of model elements should be explicitly created and filled,normal
,325779,---,[Trim] [Compatibility] minimized stack is gone,normal
4,331131,---,[Workbench] [Compatibility] Closing a project generates errors,minor
2,332130,---,[Contexts] [Compatibility] create runtime contexts correctly,normal
,336612,---,[Workbench] Save blocks UI instead of reporting progress,major
,338470,---,[Trim] Minimized stacks break lazy loading rules,normal
,338827,---,[Commands] Regression in 3.6.2 handler enabledWhen core expression,normal
,339352,---,[Compatibility] [DND] hitting ESC caused an NPE,normal
,339740,---,[Perspectives] Examine the layout behavior,normal
,341346,---,[Perspectives] [Compatibility] part does not exist ... but it does,normal
,342911,---,[ViewMgmt] [Compatibility] DBCS4.1 Problems view icon does not indicate error/warning in Eclipse 4.1,minor
,344121,---,[Contributions] [Compatibility] Lazy loading does not appear to work for a dynamic contribution to popup:org.eclipse.ui.popup.any,normal
,344638,---,[ErrorHandling] Enhance the Logger's 'SHOW' dialog with one the contains the Error View,enhancement
,345608,---,[patch][Markers] Horrible performance removing markers from Problems View taking hours to do the job,normal
,345762,---,[Contributions] Tool bar in the photo demo's tab folder looks awful,major
,347643,---,[Contributions] [Compatibility] Editor actions linger in toolbar when opening new workbench window,normal
,347829,---,[Contributions] PropertyTester not getting fired for objectContribution(s) unless view from providing plug-in is loaded.,normal
,347843,---,[Workbench] [Compatibility] Save handling has changed in 3.x,normal
,348250,---,[RenderingEngine] Context's are not correctly reparented in createGui,normal
,348331,---,[Contributions] [Dialogs] Customize Perspective dialog - disabled/unavailable tree item labels not visible,normal
,348940,---,[Trim] [UI] Dragging a stack into the shared area leaves its min/max buttons showing,normal
,349144,---,[EditorMgmt] [UI] Editor Stack selection needs refinement,normal
,350799,---,[Commands] Toolbar drop downs do not appear (menuContribution),normal
,352690,---,[DND] EditorAreaDropAdapter should ignore empty events,normal
,352938,---,[Commands] two propertyTester are crashing on selection with two different objects,normal
,355426,---,[Model] [Compatibility] Isolate all model relative searching code into one method,normal
,356457,---,"[Markers] Problems view loses its ""group by"" state when being closed",normal
,356787,---,[Wizards] Widget Dispose Error,normal
,357652,---,[Compatibility] Allow model contribution to be merged into the model AFTER the compat layer,normal
,359597,---,[Perspectives] Reset perspective with views in shared area should reset views in all effected perspectives,normal
,360815,---,[Compatibility] Cannot retrieve model item from within a legacy handler,normal
,361133,---,[Compatibility] WorkbenchWindowAdvisor.createWindowContents(Shell) not called any more,major
,361469,---,[ViewMgmt] Improve PartStack keyboard accessibility,normal
3,362532,---,[CSS] Re-enable dynamic CSS pseudo-classes,normal
,363069,---,[KeyBindings] [Compatibility] multi-stroke key bindings should provide status line indication,enhancement
,364566,---,"[Contributions] [performance] Huge regression in performance test ObjectContributionsPerformance#testObjectContributions:limited selection, limited contributors()",normal
,364838,---,[Contributions] [Compatibility] NPE in PopupMenuExtender#cleanUpContributionCache while running SWTBot,normal
,364975,---,[patch][Presentations] Icons from one view's toolbar flicker in the top left view's title area,normal
3,365592,---,[Workbench] UI Event subscriber should use @UIEventTopic instead of EventBroker.subscribe where possible,normal
,365804,---,[BiDi] [Bidi] HEW TVT : RTL affecting path names and negative numbers.,normal
,366080,---,expanding java editor that is not the currently selected editor causes screen painting issues,normal
,366543,---,[Progress] Text in progress dialog is truncated even if progress dialog has plenty of space,minor
4,366554,---,[Commands] [Compatibility] failures in CommandsTestSuite,normal
3,366564,---,[Commands] [Compatibility] command state not properly represented in Eclipse 4,normal
,366595,---,[Workbench] [Compatibility] Failures in ServicesTestSuite,normal
,366991,---,"[Markers] NPE in MarkerGroup.addEntry() by opening the Problems view via ""Ctrl+3""",normal
,368187,---,Services pre-API cleanup,normal
,368470,---,[IDE] Editor Selection dialog displays Bidirectional strings in left-to-right orientation,normal
3,368558,---,[CSS] Main tool bar should have its style bits defined by CSS,normal
,368588,---,[Workbench] Workbench window toolbar configuration always goes to right justification,normal
,369237,---,[Model] Are we using org.eclipse.e4.emf.xpath?,normal
,369796,---,[CSS] Enable unibrow editor mode in CSS,normal
,369882,---,[Contributions] visibleWhen and checkenabled=true not working correctly in menu,normal
,369978,---,[ViewMgmt] Regression in traversal of editor tabs from 3.x to 4.x,normal
,370811,---,[Contributions] View menu doesn't update when adding item to menu model,normal
,371586,---,[Markers] Searching for markers: IllegalArgumentException: Comparison method violates its general contract!,minor
,371665,---,[CSS] Need a low colour or high contrast theme in 4.2,normal
4,371934,---,[Contributions] [Perspectives] [Compatibility] Extra/incorrect categories in the CPD,normal
,372247,---,[KeyBindings] interactions: Mnemonics should not work across workbench parts,normal
,372393,---,[Compatibility] Remove MRenderedToolBar and its associated renderer,normal
,372448,---,[CSS] Colour mismatch in the workbench toolbar,normal
,372508,---,[Contributions] CoreExpressions for first level MMenus under MMenu bar are not evaluated,normal
4,372799,---,[Workbench] [GlobalActions] ViewPart cannot adapt ISaveablePart any longer but must implement it.,normal
,373007,---,[Contributions] Missing context menu on workbench window toolbar (Customize Perspective...),normal
4,373011,---,[Contributions] Action#setText(String) does not update in 4.2,normal
3,373015,---,[CSS] Provide support for system theme properties in CSS,enhancement
3,373016,---,[CSS] Provide support for font size as a percentage in CSS,enhancement
,373294,---,Improve startup time,major
,374051,---,[JFace] SWTFocusBlockManager & FocusBlockHighlighter,enhancement
4,374132,---,[Workbench] [Compatibility][api] IWorkbenchPage's showEditor(*) and hideEditor(*) methods are unimplemented,major
,374307,---,[Workbench] 3.x bridge - how we make corresponding 4.x elements,major
,374894,---,[ActionSets] [Contributions] WWinPluginActions need to clean up on part close,major
,375401,---,[Intro] Minimizing Welcome/Intro hides toolbars,normal
,375734,---,[Trim] make contributed trims moveable,normal
,376302,---,[CSS] editor ruler not/hardly visible,normal
,376491,---,[KeyBindings] Compare editor shortcuts,normal
,377293,---,[Commands] [Compatibility] ICommandService/IExecutionListener pattern needs re-visit,normal
4,377448,---,[DynamicGUI] Contributions Made Through IExtensionRegistry.addContribution May Or May Not Show Up,minor
,377906,---,[Model] Model / SWT interactions are not well enough defined,normal
,377999,---,[RenderingEngine] Support per-element renderers,normal
,378106,---,[Contributions] [Compatibility] Changes to DirectContributionItems should update corresponding actions,normal
,378408,---,[WorkbenchParts] Need to re-examine how we manage the various 'firePart...' events as well as how we respond to them,normal
,378591,---,[Contributions] Popupmenu: hide menu item by evaluating outcome of @CanExecute-annotated method,enhancement
,378798,---,[WorkbenchLauncher] bidi2012 - Incorrect display of Workspace path with Hebrew in workspace list,normal
,378811,---,[Perspectives] Support separation of the Workspace and the saved UI Model (was: can't save and import perspectives),enhancement
,378815,---,Need better story for handling model elements that should disappear on startup,normal
3,378861,---,[Contributions] Context Menu not available for Dialogs,normal
,378873,---,"""Configuration"" menu contribution at wrong position in Java editor breadcrumb",normal
,378939,---,[Workbench] Request to close the lifecycle of the application model,enhancement
,379094,---,bidi2012 - Error when paste project path with Hebrew to Windows Explorer,normal
,379257,---,[GlobalActions] Registering actions should not be required to use standard org.eclipse.ui commands,enhancement
,379396,---,[RenderingEngine] How to set the style of the application window,normal
,379557,---,[Trim] [Min/Max] Maximize animations problematic on multi-monitor setups,minor
,379719,---,"[BiDi] bidi2012 - Wrong display of Hebrew in Properties caption, AIX",normal
,379720,---,[PropertiesDialog] [BiDi] bidi2012- Incorrect display of path with Hebrew characters in Properties view - AIX,normal
,379806,---,[Perspectives] IWorkbenchPage.savePerspective throws an Exception,normal
,379992,---,[DND] NPE dragging Error Log view out to desktop,normal
,380233,---,[Trim] Right-clicking on the tool bar to customize it no longer works,normal
