4,2,3,,2,,,32,https://bugs.eclipse.org/bugs/show_bug.cgi?id=414845,414845,"[Model] Order within elements added by fragments is reversed if ""before:"" or ""after:"" flag is used in ""Position in List"" attribute."
0,1,4,,3,,2,30,https://bugs.eclipse.org/bugs/show_bug.cgi?id=431894,431894,[DND] [ViewMgmt] Cannot drag a view to full-height right hand side
1,2,3,,4,,,30,https://bugs.eclipse.org/bugs/show_bug.cgi?id=423056,423056,[Intro] Restore welcome hyperlink on Welcome page does not work if view is maximized
3,,2,1,4,,,30,https://bugs.eclipse.org/bugs/show_bug.cgi?id=430964,430964,[EditorMgmt] Keyboard repeat rate slower when selecting text
1,2,4,,3,,,30,https://bugs.eclipse.org/bugs/show_bug.cgi?id=435161,435161,[Contributions] Wrong Visible When condition evaluation of dynamic menu
1,3,3,,3,,1,28,https://bugs.eclipse.org/bugs/show_bug.cgi?id=414736,414736,[PerspectiveBar] The Perspective Bar can't disabled via property
3,2,3,,,,3,28,https://bugs.eclipse.org/bugs/show_bug.cgi?id=432466,432466,[Trim] [MinMax] Multiple Windows with SharedEditorArea not supported
4,2,2,,2,,,28,https://bugs.eclipse.org/bugs/show_bug.cgi?id=435655,435655,[CSS] Add support for reseting of the widget's properties to the system defaults via CSS
2,2,2,,4,,,28,https://bugs.eclipse.org/bugs/show_bug.cgi?id=435623,435623,CSS engine should be able to load CSS files from plug-ins distributed as JAR files
1,,3,,4,1,,28,https://bugs.eclipse.org/bugs/show_bug.cgi?id=434207,434207,[Themes] Restore Defaults button doesn't work on Appearance Preference Page
3,,0,,4,2,,28,https://bugs.eclipse.org/bugs/show_bug.cgi?id=436788,436788,[QuickAccess] org.eclipse.swt.SWTException: Widget is disposed exception in log when exit application from Quick Access
3,4,2,,,,,28,https://bugs.eclipse.org/bugs/show_bug.cgi?id=361133,361133,[Compatibility] WorkbenchWindowAdvisor.createWindowContents(Shell) not called any more
3,2,0,,4,,,28,https://bugs.eclipse.org/bugs/show_bug.cgi?id=371934,371934,[Contributions] [Perspectives] [Compatibility] Extra/incorrect categories in the CPD
3,,2,,4,,,28,https://bugs.eclipse.org/bugs/show_bug.cgi?id=387714,387714,[CSS] Tag changes are not propagated as CSS class
0,4,2,,3,,,28,https://bugs.eclipse.org/bugs/show_bug.cgi?id=405542,405542,[Workbench] More than one workbench save job can run
0,4,3,2,,,,28,https://bugs.eclipse.org/bugs/show_bug.cgi?id=412013,412013,Secondary Problems view (created with 4.2) doesn't have a view menu
3,3,3,,2,,,28,https://bugs.eclipse.org/bugs/show_bug.cgi?id=414738,414738,[Contributions] Customize Perspective via extension point doesn't work
3,4,0,,2,,,28,https://bugs.eclipse.org/bugs/show_bug.cgi?id=174689,174689,[Contributions] Commands not appearing in Customize Perspective dialog
3,4,2,,,,,28,https://bugs.eclipse.org/bugs/show_bug.cgi?id=348560,348560,RunAndTracks that always return true
3,3,2,,3,,,28,https://bugs.eclipse.org/bugs/show_bug.cgi?id=434871,434871,[Commands] executeCommandInContext(*) doesn't copy over static variables correctly
3,4,2,,,,,28,https://bugs.eclipse.org/bugs/show_bug.cgi?id=336584,336584,[Contributions] CommandContributionItem#openDropDownMenu() never release menu manager for drop down menu from workbench menu service.
3,4,2,,,,,28,https://bugs.eclipse.org/bugs/show_bug.cgi?id=422720,422720,[KeyBindings] Context based key Binding for commands not working after upgrading to eclipse 4.2.2
1,,4,,3,,,26,https://bugs.eclipse.org/bugs/show_bug.cgi?id=432686,432686,[Trim] show toolbar does not take effect if workspace is started with hidden toolbar
1,3,3,,3,,,26,https://bugs.eclipse.org/bugs/show_bug.cgi?id=413410,413410,[KeyBindings] Lots of Keybinding conflicts occurred on official CDT Eclipse Kepler 4.3
1,,3,,4,,,26,https://bugs.eclipse.org/bugs/show_bug.cgi?id=433789,433789,[CSS] Rethink how the RegistryCSSElementProvider gets elements
3,,1,,4,,,26,https://bugs.eclipse.org/bugs/show_bug.cgi?id=436796,436796,Explore ways to use of generic information when doing Injection
1,,3,,4,,,26,https://bugs.eclipse.org/bugs/show_bug.cgi?id=366635,366635,[Tests] DynamicPluginsTestSuite has failures
0,3,1,,4,,,26,https://bugs.eclipse.org/bugs/show_bug.cgi?id=377448,377448,[DynamicGUI] Contributions Made Through IExtensionRegistry.addContribution May Or May Not Show Up
